transaction_id,customer_id,product_name,category,transaction_date,quantity,price,region
47,C0197,Milk 1L,Dairy,2024-11-16,10,2.2,Abuja
48,C0429,Water 1.5L,Beverages,2024-09-21,10,0.9,Abuja
49,C0391,Cheese 200g,Dairy,2024-11-01,10,4.5,Lagos
50,C1331,Water 1.5L,Beverages,2024-10-07,4,0.9,Kano
51,C0835,Juice 1L,Beverages,2025-02-10,1,3.0,Ibadan
52,C1420,Juice 1L,Beverages,2025-08-07,10,3.0,Ibadan
53,C0818,Biscuit 50g,Snacks,2025-02-21,7,0.8,Lagos
54,C1893,Chips 170g,Snacks,2025-05-05,4,2.5,Ibadan
55,C1398,Water 1.5L,Beverages,2025-02-22,1,0.9,Kano
56,C1685,Chips 250g,Snacks,2025-01-27,7,3.0,Lagos
57,C1931,Biscuit 50g,Snacks,2025-05-07,5,0.8,Ibadan
58,C1278,Cheese 200g,Dairy,2024-12-24,8,4.5,Kano
59,C0391,Juice 1L,Beverages,2025-05-27,8,3.0,Lagos
60,C1854,Yogurt 150g,Dairy,2024-09-09,4,1.5,Abuja
61,C0833,Yogurt 150g,Dairy,2025-03-21,4,1.5,Ibadan
62,C1618,Yogurt 150g,Dairy,2024-11-20,10,1.5,Abuja
63,C0309,Water 1.5L,Beverages,2025-05-29,7,0.9,Abuja
64,C0959,Milk 1L,Dairy,2024-11-25,1,2.2,Port Harcourt
65,C0687,Chips 250g,Snacks,2025-08-08,4,3.0,Kano
66,C1294,Yogurt 150g,Dairy,2025-04-06,1,1.5,Ibadan
67,C0209,Cheese 200g,Dairy,2025-05-23,7,4.5,Lagos
68,C1102,Juice 1L,Beverages,2025-04-27,3,3.0,Kano
69,C1900,Juice 1L,Beverages,2025-01-13,9,3.0,Ibadan
70,C1745,Chips 170g,Snacks,2025-06-27,10,2.5,Ibadan
71,C1064,Juice 1L,Beverages,2024-11-03,9,3.0,Abuja
72,C0207,Milk 1L,Dairy,2025-05-31,2,2.2,Port Harcourt
73,C1289,Cheese 200g,Dairy,2024-10-01,6,4.5,Abuja
74,C0107,Juice 1L,Beverages,2024-12-15,8,3.0,Port Harcourt
75,C0820,Cola 500ml,Beverages,2025-02-20,3,1.2,Kano
76,C0003,Juice 1L,Beverages,2025-06-04,10,3.0,Ibadan
77,C0047,Chips 170g,Snacks,2025-08-01,3,2.5,Port Harcourt
78,C0533,Milk 1L,Dairy,2024-11-13,2,2.2,Kano
79,C1286,Juice 1L,Beverages,2025-08-15,9,3.0,Port Harcourt
80,C0558,Yogurt 150g,Dairy,2025-02-05,10,1.5,Port Harcourt
81,C0101,Water 1.5L,Beverages,2024-11-10,6,0.9,Lagos
82,C1664,Cheese 200g,Dairy,2025-04-21,5,4.5,Kano
83,C0222,Yogurt 150g,Dairy,2025-02-26,7,1.5,Kano
84,C1308,Cola 500ml,Beverages,2025-07-22,9,1.2,Lagos
85,C0948,Chips 250g,Snacks,2025-02-09,6,3.0,Port Harcourt
86,C1771,Cola 500ml,Beverages,2025-06-11,9,1.2,Ibadan
87,C0896,Water 1.5L,Beverages,2024-09-01,7,0.9,Ibadan
88,C0374,Chips 170g,Snacks,2025-04-14,4,2.5,Port Harcourt
89,C1013,Juice 1L,Beverages,2025-01-07,1,3.0,Lagos
90,C1892,Chips 170g,Snacks,2024-12-25,6,2.5,Kano
91,C1797,Biscuit 50g,Snacks,2025-02-14,7,0.8,Ibadan
92,C1814,Chips 170g,Snacks,2025-02-21,1,2.5,Port Harcourt
93,C0887,Milk 1L,Dairy,2025-01-11,9,2.2,Kano
94,C1228,Yogurt 150g,Dairy,2024-11-18,6,1.5,Port Harcourt
95,C1041,Yogurt 150g,Dairy,2025-07-06,6,1.5,Lagos
96,C0639,Chips 250g,Snacks,2025-01-08,8,3.0,Ibadan
97,C1900,Juice 1L,Beverages,2024-12-08,3,3.0,Abuja
98,C1030,Water 1.5L,Beverages,2025-07-23,10,0.9,Ibadan
99,C1596,Cheese 200g,Dairy,2024-09-10,3,4.5,Abuja
100,C1561,Cheese 200g,Dairy,2024-09-23,3,4.5,Lagos
101,C0732,Chips 250g,Snacks,2025-04-03,7,3.0,Port Harcourt
102,C1846,Biscuit 50g,Snacks,2025-02-18,2,0.8,Kano
103,C0454,Chips 250g,Snacks,2025-05-24,3,3.0,Ibadan
104,C0763,Biscuit 50g,Snacks,2025-02-23,5,0.8,Kano
105,C0644,Water 1.5L,Beverages,2025-05-20,4,0.9,Ibadan
106,C1906,Chips 250g,Snacks,2025-08-10,10,3.0,Ibadan
107,C0154,Chips 170g,Snacks,2024-09-03,9,2.5,Lagos
108,C1036,Biscuit 50g,Snacks,2025-04-04,3,0.8,Port Harcourt
109,C0845,Cola 500ml,Beverages,2024-12-03,7,1.2,Ibadan
110,C0178,Cheese 200g,Dairy,2024-10-16,6,4.5,Kano
111,C0049,Juice 1L,Beverages,2024-09-13,8,3.0,Kano
112,C0387,Milk 1L,Dairy,2025-04-30,8,2.2,Abuja
113,C1582,Chips 170g,Snacks,2025-01-23,8,2.5,Kano
114,C0021,Chips 250g,Snacks,2025-04-14,2,3.0,Lagos
115,C0181,Yogurt 150g,Dairy,2025-01-24,3,1.5,Port Harcourt
116,C0120,Cola 500ml,Beverages,2025-04-18,2,1.2,Lagos
117,C1197,Cheese 200g,Dairy,2024-12-09,1,4.5,Lagos
118,C1622,Yogurt 150g,Dairy,2025-08-12,8,1.5,Lagos
119,C1496,Cola 500ml,Beverages,2024-12-29,1,1.2,Kano
120,C0601,Yogurt 150g,Dairy,2024-10-03,7,1.5,Abuja
121,C0480,Cola 500ml,Beverages,2025-06-25,7,1.2,Port Harcourt
122,C1635,Cola 500ml,Beverages,2024-11-24,4,1.2,Abuja
123,C1274,Water 1.5L,Beverages,2025-04-29,3,0.9,Kano
124,C0038,Yogurt 150g,Dairy,2025-06-29,9,1.5,Abuja
125,C1574,Cola 500ml,Beverages,2025-03-11,5,1.2,Lagos
126,C0594,Chips 250g,Snacks,2025-04-01,7,3.0,Ibadan
127,C0524,Yogurt 150g,Dairy,2024-09-17,9,1.5,Abuja
128,C1619,Chips 250g,Snacks,2025-04-23,10,3.0,Lagos
129,C0826,Milk 1L,Dairy,2025-05-04,8,2.2,Kano
130,C0693,Yogurt 150g,Dairy,2024-10-16,5,1.5,Port Harcourt
131,C1700,Biscuit 50g,Snacks,2025-04-22,7,0.8,Kano
132,C0318,Cheese 200g,Dairy,2024-10-15,5,4.5,Kano
133,C1238,Cheese 200g,Dairy,2025-01-02,4,4.5,Port Harcourt
134,C1125,Milk 1L,Dairy,2025-01-01,6,2.2,Port Harcourt
135,C0547,Cola 500ml,Beverages,2024-09-04,10,1.2,Kano
136,C0208,Juice 1L,Beverages,2024-12-05,5,3.0,Lagos
137,C1419,Cola 500ml,Beverages,2025-05-26,4,1.2,Port Harcourt
138,C0070,Milk 1L,Dairy,2025-03-01,5,2.2,Ibadan
139,C0516,Cheese 200g,Dairy,2025-02-02,5,4.5,Ibadan
140,C1518,Biscuit 50g,Snacks,2025-05-02,6,0.8,Ibadan
141,C0329,Biscuit 50g,Snacks,2025-08-07,8,0.8,Lagos
142,C1875,Biscuit 50g,Snacks,2025-03-11,8,0.8,Abuja
143,C1691,Cola 500ml,Beverages,2025-08-05,9,1.2,Lagos
144,C0144,Cheese 200g,Dairy,2024-09-25,3,4.5,Abuja
145,C1839,Yogurt 150g,Dairy,2025-06-16,2,1.5,Abuja
146,C1801,Biscuit 50g,Snacks,2024-10-24,8,0.8,Port Harcourt
147,C0519,Chips 170g,Snacks,2024-10-20,9,2.5,Ibadan
148,C1450,Juice 1L,Beverages,2025-03-31,10,3.0,Abuja
149,C1201,Cheese 200g,Dairy,2024-11-20,10,4.5,Kano
150,C1179,Yogurt 150g,Dairy,2025-04-20,10,1.5,Lagos
151,C0029,Chips 250g,Snacks,2024-10-08,4,3.0,Abuja
152,C1595,Biscuit 50g,Snacks,2025-06-05,3,0.8,Abuja
153,C1291,Cheese 200g,Dairy,2024-08-23,2,4.5,Kano
154,C1219,Cheese 200g,Dairy,2025-08-07,10,4.5,Kano
155,C1807,Cheese 200g,Dairy,2024-10-26,6,4.5,Lagos
156,C0274,Biscuit 50g,Snacks,2024-08-25,1,0.8,Port Harcourt
157,C1900,Water 1.5L,Beverages,2025-08-15,3,0.9,Kano
158,C1550,Cheese 200g,Dairy,2025-05-17,5,4.5,Ibadan
159,C1418,Cola 500ml,Beverages,2025-03-23,2,1.2,Abuja
160,C0557,Milk 1L,Dairy,2024-11-12,9,2.2,Port Harcourt
161,C1362,Juice 1L,Beverages,2025-05-29,8,3.0,Kano
162,C0968,Chips 250g,Snacks,2024-10-20,8,3.0,Lagos
163,C1681,Chips 250g,Snacks,2025-03-21,3,3.0,Abuja
164,C0459,Cheese 200g,Dairy,2024-10-26,3,4.5,Ibadan
165,C0904,Water 1.5L,Beverages,2025-06-29,7,0.9,Kano
166,C0594,Milk 1L,Dairy,2024-12-09,7,2.2,Abuja
167,C1728,Biscuit 50g,Snacks,2024-10-05,4,0.8,Lagos
168,C1718,Juice 1L,Beverages,2025-06-09,3,3.0,Port Harcourt
169,C1740,Milk 1L,Dairy,2025-07-05,7,2.2,Lagos
170,C1620,Cola 500ml,Beverages,2025-03-12,10,1.2,Port Harcourt
171,C1681,Chips 250g,Snacks,2025-05-03,2,3.0,Port Harcourt
172,C1384,Juice 1L,Beverages,2025-06-20,5,3.0,Port Harcourt
173,C0929,Yogurt 150g,Dairy,2025-05-20,6,1.5,Abuja
174,C1065,Biscuit 50g,Snacks,2025-02-03,6,0.8,Kano
175,C0987,Yogurt 150g,Dairy,2025-01-02,8,1.5,Abuja
176,C1011,Yogurt 150g,Dairy,2024-12-03,10,1.5,Kano
177,C0961,Water 1.5L,Beverages,2024-11-03,3,0.9,Port Harcourt
178,C1948,Chips 170g,Snacks,2025-01-08,7,2.5,Ibadan
179,C0473,Chips 170g,Snacks,2024-12-21,7,2.5,Port Harcourt
180,C1269,Chips 170g,Snacks,2025-02-20,8,2.5,Port Harcourt
181,C1573,Water 1.5L,Beverages,2024-10-11,6,0.9,Port Harcourt
182,C1431,Chips 170g,Snacks,2024-12-03,2,2.5,Port Harcourt
183,C0546,Biscuit 50g,Snacks,2025-07-21,6,0.8,Kano
184,C0111,Biscuit 50g,Snacks,2024-09-08,9,0.8,Kano
185,C0491,Chips 170g,Snacks,2025-05-29,9,2.5,Ibadan
186,C1495,Cola 500ml,Beverages,2024-11-10,5,1.2,Lagos
187,C0928,Cola 500ml,Beverages,2025-06-16,3,1.2,Ibadan
188,C1650,Yogurt 150g,Dairy,2025-07-14,6,1.5,Kano
189,C1538,Cheese 200g,Dairy,2025-06-09,3,4.5,Ibadan
190,C1484,Chips 170g,Snacks,2025-07-22,8,2.5,Lagos
191,C1903,Milk 1L,Dairy,2025-08-04,10,2.2,Kano
192,C1340,Biscuit 50g,Snacks,2025-04-04,6,0.8,Port Harcourt
193,C0633,Chips 170g,Snacks,2025-08-09,3,2.5,Abuja
194,C0320,Juice 1L,Beverages,2024-12-29,9,3.0,Port Harcourt
195,C0810,Juice 1L,Beverages,2025-05-26,7,3.0,Ibadan
196,C0406,Chips 170g,Snacks,2024-11-19,8,2.5,Ibadan
197,C1729,Water 1.5L,Beverages,2025-07-24,5,0.9,Lagos
198,C1116,Yogurt 150g,Dairy,2025-02-02,4,1.5,Kano
199,C0985,Chips 170g,Snacks,2025-03-31,10,2.5,Port Harcourt
200,C0352,Water 1.5L,Beverages,2025-05-11,3,0.9,Ibadan
201,C1712,Chips 170g,Snacks,2025-04-26,6,2.5,Lagos
202,C0421,Chips 170g,Snacks,2025-04-14,9,2.5,Ibadan
203,C0477,Chips 250g,Snacks,2025-03-22,6,3.0,Kano
204,C1288,Chips 250g,Snacks,2025-07-14,10,3.0,Ibadan
205,C0837,Biscuit 50g,Snacks,2025-05-13,2,0.8,Kano
206,C0841,Juice 1L,Beverages,2025-02-03,6,3.0,Lagos
207,C0246,Cheese 200g,Dairy,2024-11-05,7,4.5,Abuja
208,C0064,Biscuit 50g,Snacks,2025-04-25,5,0.8,Ibadan
209,C0591,Chips 170g,Snacks,2025-02-27,6,2.5,Ibadan
210,C0571,Cheese 200g,Dairy,2025-01-06,1,4.5,Abuja
211,C1786,Chips 250g,Snacks,2025-06-09,3,3.0,Lagos
212,C0386,Yogurt 150g,Dairy,2024-09-07,9,1.5,Ibadan
213,C1820,Juice 1L,Beverages,2024-11-18,9,3.0,Kano
214,C0080,Water 1.5L,Beverages,2024-10-31,1,0.9,Abuja
215,C0696,Juice 1L,Beverages,2025-06-04,8,3.0,Abuja
216,C1151,Juice 1L,Beverages,2025-01-19,2,3.0,Lagos
217,C0770,Yogurt 150g,Dairy,2025-07-15,7,1.5,Lagos
218,C1527,Juice 1L,Beverages,2025-01-21,4,3.0,Lagos
219,C1340,Chips 250g,Snacks,2024-11-06,2,3.0,Lagos
220,C1605,Biscuit 50g,Snacks,2025-07-27,3,0.8,Abuja
221,C0515,Milk 1L,Dairy,2025-06-06,3,2.2,Kano
222,C1872,Biscuit 50g,Snacks,2025-06-26,8,0.8,Lagos
223,C1272,Cheese 200g,Dairy,2024-09-06,9,4.5,Lagos
224,C1398,Cheese 200g,Dairy,2025-06-08,9,4.5,Port Harcourt
225,C1180,Yogurt 150g,Dairy,2025-02-25,1,1.5,Kano
226,C1931,Milk 1L,Dairy,2025-05-27,6,2.2,Kano
227,C1736,Chips 250g,Snacks,2025-02-28,4,3.0,Abuja
228,C1646,Juice 1L,Beverages,2025-01-31,4,3.0,Lagos
229,C0499,Biscuit 50g,Snacks,2024-08-18,8,0.8,Port Harcourt
230,C1491,Juice 1L,Beverages,2024-10-02,8,3.0,Abuja
231,C1093,Chips 170g,Snacks,2025-08-16,3,2.5,Abuja
232,C1615,Yogurt 150g,Dairy,2024-09-19,1,1.5,Abuja
233,C1483,Water 1.5L,Beverages,2024-09-27,3,0.9,Kano
234,C0070,Milk 1L,Dairy,2024-12-14,3,2.2,Abuja
235,C1538,Biscuit 50g,Snacks,2025-05-06,1,0.8,Lagos
236,C0960,Chips 250g,Snacks,2025-06-24,1,3.0,Abuja
237,C1901,Yogurt 150g,Dairy,2025-05-15,2,1.5,Kano
238,C1953,Juice 1L,Beverages,2024-09-05,6,3.0,Kano
239,C0368,Yogurt 150g,Dairy,2025-01-23,10,1.5,Lagos
240,C0506,Yogurt 150g,Dairy,2025-04-01,10,1.5,Port Harcourt
241,C0032,Juice 1L,Beverages,2025-07-16,4,3.0,Lagos
242,C1610,Water 1.5L,Beverages,2024-11-15,3,0.9,Port Harcourt
243,C1004,Cheese 200g,Dairy,2025-03-05,9,4.5,Ibadan
244,C0384,Juice 1L,Beverages,2025-01-13,7,3.0,Lagos
245,C0845,Juice 1L,Beverages,2025-05-13,7,3.0,Lagos
246,C0429,Biscuit 50g,Snacks,2025-07-16,10,0.8,Lagos
247,C0438,Cheese 200g,Dairy,2025-05-28,6,4.5,Abuja
248,C0012,Chips 170g,Snacks,2024-08-25,3,2.5,Ibadan
249,C0450,Chips 250g,Snacks,2024-09-29,5,3.0,Abuja
250,C0397,Juice 1L,Beverages,2025-05-04,3,3.0,Lagos
251,C0561,Cola 500ml,Beverages,2025-06-29,5,1.2,Port Harcourt
252,C1979,Biscuit 50g,Snacks,2025-03-04,10,0.8,Port Harcourt
253,C1962,Water 1.5L,Beverages,2025-05-10,5,0.9,Abuja
254,C1091,Chips 170g,Snacks,2025-03-11,1,2.5,Port Harcourt
255,C1110,Cola 500ml,Beverages,2024-12-06,4,1.2,Lagos
256,C0244,Chips 250g,Snacks,2025-08-01,8,3.0,Lagos
257,C0478,Cola 500ml,Beverages,2024-11-01,7,1.2,Port Harcourt
258,C1439,Milk 1L,Dairy,2024-12-13,1,2.2,Port Harcourt
259,C0825,Milk 1L,Dairy,2025-07-26,10,2.2,Abuja
260,C1521,Juice 1L,Beverages,2024-12-12,5,3.0,Port Harcourt
261,C0296,Chips 170g,Snacks,2025-02-26,6,2.5,Port Harcourt
262,C1886,Cola 500ml,Beverages,2025-03-07,2,1.2,Ibadan
263,C1042,Water 1.5L,Beverages,2025-07-27,2,0.9,Lagos
264,C0443,Juice 1L,Beverages,2025-04-25,1,3.0,Kano
265,C0270,Chips 170g,Snacks,2025-05-01,5,2.5,Lagos
266,C0556,Yogurt 150g,Dairy,2024-11-08,10,1.5,Abuja
267,C0545,Biscuit 50g,Snacks,2025-06-13,3,0.8,Lagos
268,C1239,Chips 170g,Snacks,2024-10-05,8,2.5,Lagos
269,C1815,Cola 500ml,Beverages,2025-03-26,2,1.2,Port Harcourt
270,C0699,Cola 500ml,Beverages,2025-01-19,8,1.2,Port Harcourt
271,C0229,Cheese 200g,Dairy,2025-03-01,2,4.5,Abuja
272,C0988,Yogurt 150g,Dairy,2025-03-19,1,1.5,Lagos
273,C1755,Chips 250g,Snacks,2025-06-10,4,3.0,Lagos
274,C1389,Cheese 200g,Dairy,2024-11-01,8,4.5,Ibadan
275,C1164,Chips 250g,Snacks,2025-05-07,5,3.0,Kano
276,C0607,Water 1.5L,Beverages,2024-12-13,9,0.9,Lagos
277,C1293,Milk 1L,Dairy,2024-11-04,3,2.2,Port Harcourt
278,C1699,Milk 1L,Dairy,2024-12-16,9,2.2,Abuja
279,C0458,Milk 1L,Dairy,2024-11-09,3,2.2,Abuja
280,C0254,Water 1.5L,Beverages,2025-01-26,8,0.9,Lagos
281,C0807,Cheese 200g,Dairy,2025-06-02,2,4.5,Ibadan
282,C1095,Cola 500ml,Beverages,2025-05-29,4,1.2,Abuja
283,C0665,Biscuit 50g,Snacks,2025-07-19,1,0.8,Abuja
284,C0876,Chips 170g,Snacks,2024-12-17,4,2.5,Kano
285,C0613,Milk 1L,Dairy,2025-08-07,4,2.2,Abuja
286,C0708,Juice 1L,Beverages,2024-10-06,5,3.0,Abuja
287,C1578,Biscuit 50g,Snacks,2025-03-13,6,0.8,Ibadan
288,C0547,Cheese 200g,Dairy,2024-09-28,9,4.5,Kano
289,C1310,Cola 500ml,Beverages,2025-04-09,6,1.2,Lagos
290,C0189,Biscuit 50g,Snacks,2024-11-28,9,0.8,Abuja
291,C1583,Cheese 200g,Dairy,2024-08-21,3,4.5,Kano
292,C1743,Yogurt 150g,Dairy,2025-01-10,2,1.5,Kano
293,C1285,Juice 1L,Beverages,2025-07-15,6,3.0,Port Harcourt
294,C0214,Milk 1L,Dairy,2024-11-22,8,2.2,Ibadan
295,C1342,Cheese 200g,Dairy,2025-05-12,8,4.5,Lagos
296,C1318,Milk 1L,Dairy,2024-12-24,8,2.2,Port Harcourt
297,C1909,Cola 500ml,Beverages,2024-09-27,5,1.2,Kano
298,C1451,Milk 1L,Dairy,2024-12-02,9,2.2,Lagos
299,C1735,Cheese 200g,Dairy,2025-03-31,1,4.5,Port Harcourt
300,C0370,Chips 170g,Snacks,2025-02-03,10,2.5,Abuja
301,C1843,Chips 170g,Snacks,2024-12-19,10,2.5,Kano
302,C1904,Juice 1L,Beverages,2024-12-06,2,3.0,Port Harcourt
303,C0622,Yogurt 150g,Dairy,2025-02-18,3,1.5,Ibadan
304,C1600,Biscuit 50g,Snacks,2024-11-04,5,0.8,Ibadan
305,C1561,Biscuit 50g,Snacks,2025-04-27,8,0.8,Abuja
306,C1635,Juice 1L,Beverages,2024-12-25,4,3.0,Port Harcourt
307,C1376,Chips 170g,Snacks,2025-04-01,5,2.5,Ibadan
308,C0595,Chips 250g,Snacks,2025-01-31,10,3.0,Port Harcourt
309,C0889,Cola 500ml,Beverages,2025-03-07,1,1.2,Abuja
310,C0499,Yogurt 150g,Dairy,2025-01-07,6,1.5,Kano
311,C1725,Yogurt 150g,Dairy,2025-05-24,5,1.5,Kano
312,C0191,Cheese 200g,Dairy,2025-03-18,1,4.5,Abuja
313,C1467,Juice 1L,Beverages,2024-09-10,7,3.0,Abuja
314,C1666,Yogurt 150g,Dairy,2025-07-27,10,1.5,Ibadan
315,C1778,Chips 170g,Snacks,2025-05-06,9,2.5,Ibadan
316,C0445,Biscuit 50g,Snacks,2025-03-31,2,0.8,Abuja
317,C0462,Water 1.5L,Beverages,2024-09-07,1,0.9,Lagos
318,C1482,Water 1.5L,Beverages,2024-10-23,3,0.9,Lagos
319,C0864,Biscuit 50g,Snacks,2024-10-06,6,0.8,Lagos
320,C1881,Biscuit 50g,Snacks,2025-05-07,7,0.8,Kano
321,C0513,Juice 1L,Beverages,2025-06-19,3,3.0,Kano
322,C0207,Water 1.5L,Beverages,2025-07-03,1,0.9,Kano
323,C0762,Cola 500ml,Beverages,2024-10-12,8,1.2,Kano
324,C0797,Chips 170g,Snacks,2025-06-15,5,2.5,Abuja
325,C1935,Biscuit 50g,Snacks,2024-10-14,1,0.8,Kano
326,C0298,Cola 500ml,Beverages,2025-03-20,4,1.2,Abuja
327,C0828,Milk 1L,Dairy,2025-07-25,5,2.2,Lagos
328,C1996,Milk 1L,Dairy,2025-06-26,4,2.2,Ibadan
329,C1442,Cola 500ml,Beverages,2024-11-04,8,1.2,Abuja
330,C1765,Yogurt 150g,Dairy,2024-08-20,5,1.5,Port Harcourt
331,C1895,Juice 1L,Beverages,2024-12-17,3,3.0,Ibadan
332,C1248,Cola 500ml,Beverages,2024-08-20,6,1.2,Lagos
333,C0905,Chips 170g,Snacks,2025-03-07,5,2.5,Lagos
334,C1091,Biscuit 50g,Snacks,2025-08-14,10,0.8,Port Harcourt
335,C0228,Chips 170g,Snacks,2025-03-27,4,2.5,Ibadan
336,C1942,Water 1.5L,Beverages,2024-11-16,5,0.9,Lagos
337,C0388,Water 1.5L,Beverages,2024-11-26,2,0.9,Ibadan
338,C0955,Chips 250g,Snacks,2024-11-13,5,3.0,Port Harcourt
339,C1133,Chips 170g,Snacks,2024-12-01,8,2.5,Abuja
340,C1508,Milk 1L,Dairy,2024-09-17,7,2.2,Abuja
341,C0249,Cola 500ml,Beverages,2025-05-23,3,1.2,Abuja
342,C0253,Cola 500ml,Beverages,2025-05-17,9,1.2,Kano
343,C0746,Biscuit 50g,Snacks,2025-06-01,1,0.8,Abuja
344,C0340,Cheese 200g,Dairy,2024-11-09,2,4.5,Abuja
345,C0059,Water 1.5L,Beverages,2024-11-28,1,0.9,Abuja
346,C1863,Cola 500ml,Beverages,2024-12-13,6,1.2,Kano
347,C0321,Juice 1L,Beverages,2025-01-11,5,3.0,Ibadan
348,C0910,Cola 500ml,Beverages,2024-09-20,4,1.2,Ibadan
349,C0704,Cola 500ml,Beverages,2024-10-03,10,1.2,Ibadan
350,C1040,Biscuit 50g,Snacks,2024-10-12,10,0.8,Abuja
351,C1437,Chips 250g,Snacks,2025-04-17,7,3.0,Port Harcourt
352,C1353,Chips 170g,Snacks,2025-07-06,10,2.5,Lagos
353,C0651,Milk 1L,Dairy,2024-08-30,7,2.2,Lagos
354,C0258,Biscuit 50g,Snacks,2024-10-11,6,0.8,Kano
355,C0419,Cheese 200g,Dairy,2024-08-26,2,4.5,Ibadan
356,C1519,Biscuit 50g,Snacks,2025-07-13,10,0.8,Ibadan
357,C0607,Cola 500ml,Beverages,2024-12-08,10,1.2,Abuja
358,C1196,Cheese 200g,Dairy,2024-09-16,1,4.5,Abuja
359,C0355,Yogurt 150g,Dairy,2024-08-17,5,1.5,Abuja
360,C1789,Biscuit 50g,Snacks,2025-07-27,4,0.8,Kano
361,C0037,Milk 1L,Dairy,2025-03-03,6,2.2,Lagos
362,C0822,Cola 500ml,Beverages,2025-05-18,2,1.2,Lagos
363,C1112,Water 1.5L,Beverages,2024-10-12,10,0.9,Port Harcourt
364,C1818,Milk 1L,Dairy,2025-03-20,5,2.2,Abuja
365,C1417,Chips 170g,Snacks,2025-01-21,10,2.5,Kano
366,C1449,Biscuit 50g,Snacks,2025-02-15,4,0.8,Abuja
367,C1125,Chips 250g,Snacks,2024-10-05,3,3.0,Abuja
368,C0330,Cola 500ml,Beverages,2025-01-31,5,1.2,Abuja
369,C1719,Biscuit 50g,Snacks,2025-06-09,5,0.8,Port Harcourt
370,C0718,Milk 1L,Dairy,2025-04-29,10,2.2,Ibadan
371,C1018,Milk 1L,Dairy,2024-09-19,3,2.2,Kano
372,C1452,Juice 1L,Beverages,2025-01-23,8,3.0,Ibadan
